row_index,true_label,true_name,pred_label,TotalScore_B,TotalScore_M
496,1,malicious,malicious,3.2799411110612073,1.2524698426547842
497,1,malicious,benign,2.6316906139901257,4.575592195986478
498,1,malicious,benign,1.0321091522200847,4.945771153776706
499,1,malicious,malicious,3.2199961591642983,1.2524698426547842
500,1,malicious,benign,2.1965623177756592,3.7428656631283994
501,1,malicious,malicious,3.2799411110612073,1.2524698426547842
502,1,malicious,malicious,2.9821960805527583,1.2524698426547842
503,0,benign,benign,1.5675413181091238,5.971011993488723
504,1,malicious,malicious,2.9964827690532863,1.2524698426547842
505,1,malicious,benign,2.804175435968908,3.2663064942898066
506,1,malicious,benign,2.5802922762930383,2.709054531576865
507,0,benign,benign,2.4829206317401096,4.607942633099903
508,1,malicious,malicious,3.2799411110612073,1.2524698426547842
509,1,malicious,benign,2.2598070786642053,3.401619678876155
510,1,malicious,malicious,3.2799411110612073,1.2524698426547842
511,0,benign,benign,3.818494159955224,8.61957088164414
512,1,malicious,benign,3.303511931446165,4.963458938520812
513,0,benign,benign,2.7029524190805163,4.852051103023277
514,1,malicious,malicious,3.2388700926253264,1.2386626615983067
515,1,malicious,malicious,3.298869445987947,1.2386626615983067
516,0,benign,benign,1.5391322188405292,5.951724316228285
517,1,malicious,benign,3.08249909714831,6.019365079125483
518,0,benign,benign,3.241372827748855,8.690237296573457
519,1,malicious,benign,2.621706026697055,5.161128915765859
520,1,malicious,benign,2.837075916193564,4.693037144966008
521,0,benign,benign,1.6689143046527952,3.8677846924619197
522,1,malicious,benign,2.4575569545346463,3.304082050555542
523,0,benign,benign,2.445859231682192,3.378356620317732
524,0,benign,benign,2.424159575145621,4.960347165576856
525,1,malicious,benign,2.603342621815849,3.4929488239668283
526,1,malicious,malicious,4.21826507780111,1.2386626615983067
527,0,benign,malicious,2.6622656659860144,1.2386626615983067
528,1,malicious,benign,2.603342621815849,3.197543291993702
529,1,malicious,malicious,3.1629155977999677,2.989477889143206
530,1,malicious,malicious,3.298869445987947,1.2386626615983067
531,1,malicious,malicious,3.298869445987947,1.2386626615983067
532,1,malicious,malicious,3.298869445987947,1.2386626615983067
533,0,benign,benign,1.5061674014102493,5.43826488662511
534,1,malicious,malicious,3.298869445987947,1.2386626615983067
535,0,benign,benign,1.6689143046527952,6.805394452880409
536,1,malicious,benign,1.2904813580840957,6.007227036128526
537,0,benign,benign,1.3532732779169911,5.378963787048722
538,1,malicious,benign,3.6626777064591645,6.2435536453320495
539,0,benign,malicious,2.593617503893557,1.2386626615983067
540,1,malicious,benign,1.2888493881326575,4.4173696337683
541,1,malicious,malicious,3.298869445987947,1.2386626615983067
542,1,malicious,malicious,4.21826507780111,1.2386626615983067
543,1,malicious,benign,2.6142175351083337,3.8029058655926087
544,1,malicious,benign,2.603342621815849,3.4889966123430174
545,1,malicious,malicious,3.298869445987947,1.2386626615983067
546,1,malicious,malicious,4.21826507780111,1.2386626615983067
547,0,benign,benign,2.8640408260369625,8.752086961441826
548,0,benign,malicious,3.268427521743459,1.2386626615983067
549,1,malicious,malicious,4.270358479555481,1.2386626615983067
550,1,malicious,malicious,3.298869445987947,1.2386626615983067
551,1,malicious,malicious,3.298869445987947,1.2386626615983067
552,0,benign,benign,1.5061674014102493,6.834548410424562
553,1,malicious,malicious,4.21826507780111,1.2386626615983067
554,1,malicious,malicious,4.21826507780111,1.2386626615983067
555,0,benign,benign,2.460167983477114,6.207064151237003
556,1,malicious,malicious,3.2518919048072545,1.2386626615983067
557,1,malicious,benign,2.4597176123052042,3.489759714996445
558,1,malicious,benign,1.2888493881326575,7.026209564759098
559,0,benign,benign,2.773961502973205,8.752086961441826
560,1,malicious,benign,1.860694911091095,5.870313447120694
561,0,benign,benign,1.5894044975360928,5.535312121751974
562,1,malicious,malicious,4.117266166205444,3.0774421342775806
563,1,malicious,malicious,3.298869445987947,1.2386626615983067
564,0,benign,benign,2.2705043038724604,5.29148401845231
565,0,benign,benign,1.6689143046527952,4.7221376645209725
566,0,benign,benign,1.8506770207014145,4.308597431349285
567,1,malicious,malicious,3.2518919048072545,1.2386626615983067
568,1,malicious,benign,2.664191930596039,3.148513555056102
569,0,benign,benign,1.546915174011503,7.485969786569847
570,0,benign,benign,1.8223883373306042,5.599891303017778
571,1,malicious,malicious,3.2518919048072545,1.2386626615983067
572,0,benign,benign,1.3532732779169911,6.528594441570013
573,1,malicious,malicious,3.298869445987947,1.2386626615983067
574,1,malicious,malicious,3.298869445987947,1.2386626615983067
575,0,benign,benign,1.6777845862154488,5.922639337016518
576,0,benign,benign,3.1210059195532103,8.69030138278965
577,1,malicious,malicious,3.298869445987947,1.2386626615983067
578,1,malicious,malicious,3.2518919048072545,1.2386626615983067
579,0,benign,benign,1.3527629306822535,8.648754568238303
580,0,benign,benign,1.0882080943743961,5.9194195985953
581,1,malicious,malicious,4.21826507780111,1.2386626615983067
582,0,benign,benign,2.8640408260369625,8.752086961441826
583,1,malicious,malicious,4.3594112680262915,3.5204946197078364
584,1,malicious,malicious,3.2518919048072545,1.2386626615983067
585,1,malicious,malicious,3.298869445987947,1.2386626615983067
586,1,malicious,malicious,3.268427521743459,1.2386626615983067
587,0,benign,benign,1.5894044975360928,4.185849749047618
588,1,malicious,malicious,3.298869445987947,1.2386626615983067
589,0,benign,benign,2.47319335138973,4.869785952302474
590,1,malicious,benign,2.1343066546791674,5.585574082767435
591,1,malicious,malicious,3.590776053900089,1.2386626615983067
592,1,malicious,malicious,3.298869445987947,1.2386626615983067
593,0,benign,benign,1.6124877515846112,7.688967690813047
594,0,benign,benign,1.2583537254405948,5.727984348116493
595,1,malicious,benign,2.333923191666014,3.180161356402387
596,0,benign,benign,1.6689143046527952,7.465649530544545
597,1,malicious,malicious,3.298869445987947,1.2386626615983067
598,1,malicious,malicious,4.21826507780111,1.2386626615983067
599,1,malicious,malicious,8.696984882373076,2.008451796275189
600,1,malicious,malicious,3.2518919048072545,1.2386626615983067
601,1,malicious,malicious,3.2518919048072545,1.2386626615983067
602,1,malicious,benign,3.517749432614049,5.691310935207472
603,1,malicious,malicious,3.298869445987947,1.2386626615983067
604,1,malicious,malicious,3.298869445987947,1.2386626615983067
605,0,benign,benign,2.6892546949851335,3.617678154220279
606,1,malicious,malicious,3.298869445987947,1.2386626615983067
607,1,malicious,benign,2.6904973338255007,4.894175080882758
608,1,malicious,malicious,4.21826507780111,1.2386626615983067
609,1,malicious,malicious,3.298869445987947,1.2386626615983067
610,1,malicious,malicious,3.298869445987947,1.2386626615983067
611,1,malicious,malicious,3.268427521743459,1.2386626615983067
612,1,malicious,benign,2.603342621815849,3.294844170596078
613,1,malicious,malicious,4.544716061912204,3.9304329723638487
614,0,benign,benign,1.3527629306822535,6.72621281816626
615,1,malicious,benign,2.4575569545346463,2.654855547169002
616,1,malicious,malicious,3.298869445987947,1.2386626615983067
617,1,malicious,malicious,3.298869445987947,1.2386626615983067
618,1,malicious,malicious,3.298869445987947,1.2386626615983067
619,0,benign,benign,2.452480567809584,4.398123754059445
620,1,malicious,malicious,3.2518919048072545,1.2386626615983067
621,0,benign,benign,1.5676749341217775,5.260740287491471
622,0,benign,benign,1.5061674014102493,6.314470401774958
623,1,malicious,malicious,2.837075916193564,2.7328475932374148
624,1,malicious,malicious,4.21826507780111,1.2386626615983067
625,0,benign,benign,1.5506838773452012,4.569645493659467
626,1,malicious,malicious,3.298869445987947,1.2386626615983067
627,1,malicious,malicious,3.298869445987947,1.2386626615983067
628,1,malicious,malicious,3.2518919048072545,1.2386626615983067
629,1,malicious,malicious,2.593617503893557,1.2386626615983067
630,0,benign,benign,1.3415366933774795,5.053287070785746
631,0,benign,benign,1.5061674014102493,4.721587441540164
632,0,benign,benign,1.6689143046527952,4.690505093890259
633,1,malicious,malicious,3.298869445987947,1.2386626615983067
634,0,benign,benign,3.1769794295082656,6.814656687114675
635,1,malicious,malicious,3.2388700926253264,1.2386626615983067
636,1,malicious,malicious,4.21826507780111,1.2386626615983067
637,1,malicious,malicious,3.5924604558595856,1.2386626615983067
638,1,malicious,malicious,3.298869445987947,1.2386626615983067
639,0,benign,benign,2.403851641777723,4.2152493081606
640,0,benign,benign,3.241372827748855,8.690237296573457
641,1,malicious,benign,2.573946975048605,5.381179996008061
642,0,benign,benign,2.424159575145621,3.264604708811883
643,1,malicious,benign,3.4711926582614234,5.141490195787853
644,0,benign,benign,2.6930974120017437,3.5902412076470767
645,1,malicious,malicious,3.2518919048072545,1.2386626615983067
646,1,malicious,benign,3.016338498195796,3.480140364362619
647,1,malicious,malicious,3.2518919048072545,1.2386626615983067
648,0,benign,malicious,3.268427521743459,1.2386626615983067
649,0,benign,benign,1.8490616480065618,5.685730099406871
650,1,malicious,malicious,3.2518919048072545,1.2386626615983067
651,0,benign,benign,1.5872310432370693,3.739295164547836
652,1,malicious,malicious,3.982472915309284,1.2386626615983067
653,0,benign,malicious,2.6622656659860144,1.2386626615983067
654,1,malicious,malicious,3.298869445987947,1.2386626615983067
655,1,malicious,malicious,3.298869445987947,1.2386626615983067
656,0,benign,benign,1.700740540040527,3.6453351911040013
657,0,benign,benign,3.241372827748855,8.690237296573457
658,1,malicious,malicious,3.298869445987947,1.2386626615983067
659,0,benign,benign,1.5066427708321846,6.20698042420301
660,0,benign,benign,1.538091299689754,5.893303695962954
661,0,benign,benign,2.006829868464372,5.032465029302074
662,1,malicious,malicious,3.298869445987947,1.2386626615983067
663,1,malicious,malicious,3.298869445987947,1.2386626615983067
664,0,benign,benign,1.6689143046527952,4.479568446684486
665,1,malicious,malicious,3.298869445987947,1.2386626615983067
666,0,benign,benign,2.8640408260369625,8.752086961441826
667,1,malicious,malicious,3.298869445987947,1.2386626615983067
668,0,benign,benign,1.5487852179249837,6.272030417334909
669,0,benign,benign,3.2069173818352064,3.2912376933744496
670,0,benign,benign,2.424159575145621,4.084669855260275
671,1,malicious,malicious,3.298869445987947,1.2386626615983067
672,1,malicious,benign,4.155564964175921,4.544886966100582
673,1,malicious,malicious,4.21826507780111,1.2386626615983067
674,1,malicious,malicious,3.2518919048072545,1.2386626615983067
675,0,benign,benign,2.6034239313914482,3.4326837104284467
676,0,benign,benign,1.6286363400844925,5.919930589814532
677,0,benign,benign,1.6689143046527952,4.8587574192807725
678,0,benign,benign,3.1769794295082656,6.814656687114675
679,0,benign,benign,1.482249479531209,6.763618496183108
680,1,malicious,malicious,3.298869445987947,1.2386626615983067
681,1,malicious,benign,2.1325641282927017,6.415554283873384
682,0,benign,malicious,4.875093870192064,2.720258336905501
683,1,malicious,malicious,8.888062859003561,2.008451796275189
684,1,malicious,malicious,2.593617503893557,1.2386626615983067
685,0,benign,benign,1.652600094550614,5.633330924510426
686,1,malicious,malicious,3.298869445987947,1.2386626615983067
687,0,benign,benign,1.5441346770227482,5.975515812041452
688,1,malicious,malicious,3.298869445987947,1.2386626615983067
689,1,malicious,benign,1.11011365699842,5.96103047119129
690,0,benign,benign,1.5066427708321846,4.699884202712237
691,1,malicious,malicious,4.21826507780111,1.2386626615983067
692,1,malicious,malicious,3.822190736241387,1.2386626615983067
693,1,malicious,benign,2.7586482412652535,2.8680530341506714
694,1,malicious,malicious,9.148335059262996,2.008451796275189
695,0,benign,benign,1.5676749341217775,5.152033065315775
696,0,benign,benign,1.6124877515846112,5.865069312568583
697,0,benign,benign,1.5621026768814037,5.258617854990313
698,1,malicious,malicious,2.7885521373263096,1.2386626615983067
699,1,malicious,malicious,4.21826507780111,1.2386626615983067
700,1,malicious,benign,2.793476521738668,6.371498345097141
701,0,benign,benign,1.937224102106769,4.2825391387413845
702,0,benign,benign,2.4437322515926585,5.354749484993383
703,0,benign,benign,1.5061674014102493,3.9927647092749154
704,1,malicious,malicious,4.21826507780111,1.2386626615983067
705,1,malicious,benign,3.1098650468947855,4.834269783518213
706,0,benign,benign,2.8640408260369625,8.752086961441826
707,1,malicious,malicious,3.268427521743459,1.2386626615983067
708,0,benign,benign,1.5894044975360928,6.290982705834255
709,1,malicious,benign,2.603342621815849,2.6146398736222247
710,1,malicious,malicious,4.21826507780111,1.2386626615983067
711,1,malicious,benign,2.664228941099611,3.1993247273884227
712,0,benign,benign,1.507511808561117,5.907124508906149
713,0,benign,benign,2.8640408260369625,8.752086961441826
714,0,benign,benign,1.7553087251278978,4.066137308285292
715,0,benign,benign,1.507511808561117,5.105144419535579
716,0,benign,benign,2.8640408260369625,8.752086961441826
717,0,benign,malicious,2.593617503893557,1.2386626615983067
718,1,malicious,malicious,3.298869445987947,1.2386626615983067
719,0,benign,benign,1.5487852179249837,3.7892535886422802
720,0,benign,benign,1.5895036804914735,5.718411172314449
721,1,malicious,benign,1.2564841048658062,5.374344898965315
722,0,benign,benign,1.4050711576477533,6.093036823932225
723,1,malicious,malicious,3.298869445987947,1.2386626615983067
724,0,benign,benign,1.5894234389674247,5.712213507565404
725,1,malicious,benign,2.3019305326958817,4.623264917623366
726,1,malicious,malicious,3.298869445987947,1.2386626615983067
727,0,benign,benign,1.5440820289977562,5.596918464071056
728,1,malicious,malicious,3.298869445987947,1.2386626615983067
729,1,malicious,benign,2.5735381143864546,3.7076489713870235
730,0,benign,benign,3.1906109704707064,8.437955488729676
731,1,malicious,benign,3.3959951906389456,4.722487850225424
732,1,malicious,benign,1.2888493881326575,5.8835632138151235
733,0,benign,benign,2.466648852265128,2.7200792957052373
734,0,benign,benign,2.773961502973205,8.752086961441826
735,1,malicious,malicious,3.298869445987947,1.2386626615983067
736,0,benign,benign,2.424159575145621,4.027222751954986
737,0,benign,benign,2.773961502973205,8.752086961441826
738,1,malicious,malicious,4.21826507780111,1.2386626615983067
739,1,malicious,malicious,3.298869445987947,1.2386626615983067
740,1,malicious,malicious,3.298869445987947,1.2386626615983067
741,1,malicious,malicious,3.298869445987947,1.2386626615983067
742,1,malicious,malicious,3.298869445987947,1.2386626615983067
743,0,benign,benign,1.519791226825902,4.960914312246485
744,0,benign,benign,3.2069173818352064,5.509022368919979
745,1,malicious,malicious,3.298869445987947,1.2386626615983067
746,1,malicious,benign,3.1537068097987984,3.744913020721012
747,1,malicious,malicious,3.298869445987947,1.2386626615983067
748,0,benign,benign,2.7030525881786946,4.090310551931774
749,1,malicious,malicious,3.298869445987947,1.2386626615983067
750,0,benign,benign,2.462444877085172,2.6662638334197806
751,1,malicious,malicious,3.298869445987947,1.2386626615983067
752,0,benign,benign,1.5829215335843623,5.882898884324868
753,1,malicious,malicious,4.21826507780111,1.2386626615983067
754,1,malicious,benign,2.2699567963023535,3.894837804555742
755,0,benign,benign,1.1172032723067673,5.7735245400260045
756,0,benign,benign,1.8223883373306042,6.44116768735266
757,1,malicious,malicious,3.2518919048072545,1.2386626615983067
758,1,malicious,benign,3.872097577160793,5.401080354337369
759,1,malicious,malicious,3.298869445987947,1.2386626615983067
760,1,malicious,benign,2.8271454384728347,5.2564491642284
761,1,malicious,malicious,4.21826507780111,1.2386626615983067
762,1,malicious,malicious,3.298869445987947,1.2386626615983067
763,1,malicious,benign,2.1325641282927017,6.372938370710142
764,1,malicious,malicious,3.2518919048072545,1.2386626615983067
765,1,malicious,malicious,2.593617503893557,1.2386626615983067
766,1,malicious,benign,3.024382791260943,4.291019660514803
767,1,malicious,malicious,3.298869445987947,1.2386626615983067
768,0,benign,benign,1.4924712925749342,7.571838403515611
769,1,malicious,benign,2.4179977306985383,3.1941448592332673
770,1,malicious,benign,2.8770625012879334,4.408538111982288
771,0,benign,benign,2.3485238150403305,5.0673050343089585
772,1,malicious,malicious,2.9842605762686123,1.2859034798323716
773,1,malicious,malicious,2.877727066394291,1.2859034798323716
774,0,benign,benign,2.118075237044234,4.962167577233513
775,1,malicious,malicious,3.598542957998527,1.2859034798323716
776,0,benign,benign,2.4261486275135606,3.187087230821016
777,1,malicious,malicious,3.598542957998527,1.2859034798323716
778,0,benign,malicious,2.075245334457287,1.2859034798323716
779,1,malicious,malicious,2.877727066394291,1.2859034798323716
780,1,malicious,benign,2.3344757146715422,2.3702011300769907
781,1,malicious,malicious,2.877727066394291,1.2859034798323716
782,1,malicious,malicious,2.9842605762686123,1.2859034798323716
783,0,benign,benign,1.5628889215358592,5.681908067212763
784,0,benign,benign,1.4465027988311605,3.996761251624904
785,0,benign,benign,1.4972678894603284,4.968778786299687
786,1,malicious,malicious,2.877727066394291,1.2859034798323716
787,1,malicious,malicious,2.877727066394291,1.2859034798323716
788,1,malicious,malicious,2.877727066394291,1.2859034798323716
789,1,malicious,malicious,3.700954289794373,1.2859034798323716
790,0,benign,benign,2.279833936537938,3.3065240304492347
791,1,malicious,benign,1.253658312893262,4.559489908345304
792,0,benign,benign,3.0398727560632497,3.5578043655361578
793,1,malicious,malicious,2.877727066394291,1.2859034798323716
794,1,malicious,malicious,2.877727066394291,1.2859034798323716
795,0,benign,benign,1.997433448402174,3.457048710025845
796,1,malicious,malicious,2.877727066394291,1.2859034798323716
797,0,benign,benign,1.4195929795709472,4.185689615223183
798,1,malicious,malicious,2.877727066394291,1.2859034798323716
799,1,malicious,malicious,2.9842605762686123,1.2859034798323716
800,1,malicious,benign,2.457477134109577,4.153603868727463
801,1,malicious,benign,2.7342812112497,5.245462301768902
802,1,malicious,malicious,2.9842605762686123,1.2859034798323716
803,0,benign,benign,3.124162714767608,7.71477379050053
804,1,malicious,benign,2.6380510293363653,4.594110106651766
805,0,benign,benign,1.6976854628506488,3.8722592886161653
806,1,malicious,benign,1.1383357552542055,6.352824117655684
807,1,malicious,malicious,3.598542957998527,1.2859034798323716
808,1,malicious,malicious,2.877727066394291,1.2859034798323716
809,1,malicious,malicious,3.598542957998527,1.2859034798323716
810,1,malicious,malicious,2.877727066394291,1.2859034798323716
811,0,benign,benign,1.5306336463006414,5.60201929465677
812,0,benign,benign,2.8336572456414686,7.8132796454244025
813,0,benign,benign,2.8554360492143465,7.8132796454244025
814,1,malicious,malicious,2.9842605762686123,1.2859034798323716
815,0,benign,benign,1.4326071951345276,4.949843979936503
816,1,malicious,malicious,2.9842605762686123,1.2859034798323716
817,0,benign,benign,1.520457619772215,8.111909775051899
818,0,benign,benign,1.425102245192941,5.448173032105164
819,1,malicious,benign,2.479279648181851,2.608730776058716
820,0,benign,benign,1.5783122444857662,4.451672189005803
821,1,malicious,malicious,2.877727066394291,1.2859034798323716
822,1,malicious,malicious,2.9842605762686123,1.2859034798323716
823,1,malicious,malicious,2.877727066394291,1.2859034798323716
824,1,malicious,malicious,2.8352253325507584,1.2859034798323716
825,1,malicious,malicious,2.9842605762686123,1.2859034798323716
826,1,malicious,benign,2.309685752408731,3.191224142159934
827,0,benign,benign,1.3878138848902664,4.712302677319435
828,0,benign,benign,2.8336572456414686,7.8132796454244025
829,1,malicious,malicious,2.9842605762686123,1.2859034798323716
830,1,malicious,malicious,2.877727066394291,1.2859034798323716
831,0,benign,benign,2.8554360492143465,7.8132796454244025
832,1,malicious,benign,2.3114071286460836,4.34576605888339
833,1,malicious,malicious,2.877727066394291,1.2859034798323716
834,1,malicious,malicious,2.9842605762686123,1.2859034798323716
835,0,benign,malicious,2.7363506156890174,1.2859034798323716
836,1,malicious,malicious,2.2738568428537396,1.2859034798323716
837,1,malicious,malicious,3.7491738236836794,1.2859034798323716
838,1,malicious,malicious,3.9076900739026765,1.2859034798323716
839,1,malicious,malicious,2.719464177618746,2.523398898105489
840,0,benign,benign,1.4971403169548967,6.32354562446826
841,1,malicious,benign,2.6654657816156306,5.2125086359296695
842,0,benign,benign,1.411080132342366,4.516904195976847
843,0,benign,benign,2.8336572456414686,7.8132796454244025
844,1,malicious,malicious,2.877727066394291,1.2859034798323716
845,0,benign,benign,3.1441699095244067,7.383984848647723
846,0,benign,benign,2.739241949016042,4.391582060277025
847,1,malicious,benign,2.486158941645914,4.387496976823739
848,0,benign,malicious,2.075245334457287,1.2859034798323716
849,1,malicious,malicious,2.9842605762686123,1.2859034798323716
850,1,malicious,malicious,2.840623123453342,1.2859034798323716
851,1,malicious,malicious,3.016230704143219,2.70905699473664
852,1,malicious,malicious,2.877727066394291,1.2859034798323716
853,1,malicious,benign,2.479279648181851,3.607221313647061
854,1,malicious,benign,2.0000223592876623,3.8718336940002995
855,1,malicious,malicious,2.840623123453342,1.2859034798323716
856,1,malicious,malicious,3.598542957998527,1.2859034798323716
857,1,malicious,malicious,2.6717587902084334,1.2859034798323716
858,1,malicious,malicious,4.047838574004637,1.2859034798323716
859,1,malicious,benign,2.611446435053708,3.5118613241891006
860,1,malicious,benign,2.546207921271886,8.549411894652106
861,1,malicious,benign,2.3760831453632894,2.8589014007881586
862,1,malicious,malicious,2.877727066394291,1.2859034798323716
863,0,benign,malicious,2.7363506156890174,1.2859034798323716
864,0,benign,benign,2.8554360492143465,7.8132796454244025
865,0,benign,benign,2.3150386733941186,2.9514726432566474
866,1,malicious,malicious,2.877727066394291,1.2859034798323716
867,1,malicious,benign,2.8920449061484335,5.582477228678395
868,0,benign,benign,2.274029755879177,3.3058135886782
869,0,benign,benign,1.2994591126725297,5.14003188257849
870,1,malicious,malicious,2.877727066394291,1.2859034798323716
871,1,malicious,malicious,2.9842605762686123,1.2859034798323716
872,1,malicious,malicious,2.877727066394291,1.2859034798323716
873,1,malicious,benign,2.3387665265091644,3.358711412574278
874,0,benign,benign,1.855893021128837,6.497905125089625
875,0,benign,benign,1.6976854628506488,5.61062920615038
876,1,malicious,malicious,2.877727066394291,1.2859034798323716
877,0,benign,benign,2.478255656139465,2.9260777193439496
878,1,malicious,malicious,2.877727066394291,1.2859034798323716
879,0,benign,benign,1.4971403169548967,5.951392888344818
880,0,benign,benign,1.5294734682317714,3.89616788548643
881,0,benign,benign,1.681525765609102,6.739544812756911
882,1,malicious,malicious,2.877727066394291,1.2859034798323716
883,0,benign,benign,2.8554360492143465,7.8132796454244025
884,0,benign,benign,2.2635632609483376,4.1969567098575595
885,1,malicious,malicious,2.877727066394291,1.2859034798323716
886,1,malicious,malicious,2.877727066394291,1.2859034798323716
887,0,benign,benign,2.2133996721045497,5.2461749320178175
888,1,malicious,malicious,2.877727066394291,1.2859034798323716
889,1,malicious,malicious,2.877727066394291,1.2859034798323716
890,1,malicious,malicious,2.877727066394291,1.2859034798323716
891,1,malicious,malicious,2.877727066394291,1.2859034798323716
892,0,benign,malicious,3.148778777613632,2.89353639887445
893,1,malicious,malicious,2.877727066394291,1.2859034798323716
894,1,malicious,malicious,2.9842605762686123,1.2859034798323716
895,0,benign,benign,1.4465027988311605,6.033787920085263
896,1,malicious,malicious,2.877727066394291,1.2859034798323716
897,1,malicious,benign,2.331995514985152,2.4218117746761214
898,1,malicious,malicious,3.598542957998527,1.2859034798323716
899,1,malicious,malicious,2.877727066394291,1.2859034798323716
900,0,benign,benign,2.8554360492143465,7.8132796454244025
901,1,malicious,malicious,3.598542957998527,1.2859034798323716
902,0,benign,malicious,5.255764668174358,3.203383764958041
903,1,malicious,malicious,2.877727066394291,1.2859034798323716
904,1,malicious,benign,2.979159376039483,6.43255932199291
905,0,benign,benign,1.3914799889445022,4.460708911120999
906,1,malicious,malicious,2.2338996420244186,1.2859034798323716
907,1,malicious,malicious,2.877727066394291,1.2859034798323716
908,0,benign,benign,1.5294734682317714,4.23123542396487
909,1,malicious,malicious,2.877727066394291,1.2859034798323716
910,1,malicious,malicious,2.840623123453342,1.2859034798323716
911,1,malicious,malicious,2.877727066394291,1.2859034798323716
912,0,benign,benign,1.436995031808701,5.329763680663708
913,1,malicious,malicious,2.877727066394291,1.2859034798323716
914,1,malicious,benign,1.1777042807101121,5.716111537336076
915,0,benign,benign,1.5628889215358592,7.922997389008649
916,1,malicious,malicious,2.9842605762686123,1.2859034798323716
917,1,malicious,malicious,3.598542957998527,1.2859034798323716
918,1,malicious,malicious,2.9842605762686123,1.2859034798323716
919,1,malicious,malicious,4.060456576966818,2.9328470242662736
920,1,malicious,malicious,2.877727066394291,1.2859034798323716
921,0,benign,benign,1.438126218772057,3.7747674639258197
922,1,malicious,malicious,2.877727066394291,1.2859034798323716
923,1,malicious,malicious,2.877727066394291,1.2859034798323716
924,0,benign,benign,2.8554360492143465,7.541442296049584
925,1,malicious,benign,2.9866985315029506,3.697051669706526
926,0,benign,benign,1.4573580625915077,6.589071563960124
927,1,malicious,malicious,2.9842605762686123,1.2859034798323716
928,1,malicious,benign,2.756292037959831,4.70680548231234
929,1,malicious,malicious,2.6717587902084334,1.2859034798323716
930,1,malicious,benign,2.4707458815837566,3.594647963940558
931,1,malicious,malicious,2.877727066394291,1.2859034798323716
932,1,malicious,malicious,2.877727066394291,1.2859034798323716
933,1,malicious,malicious,2.877727066394291,1.2859034798323716
934,1,malicious,malicious,2.877727066394291,1.2859034798323716
935,0,benign,benign,1.236814301637791,5.076545673521273
936,0,benign,benign,1.4007451092286052,5.378880481068876
937,1,malicious,benign,2.491800287530173,3.191164119201758
938,1,malicious,malicious,2.877727066394291,1.2859034798323716
939,1,malicious,benign,1.6768015884005971,4.358122798511967
940,0,benign,malicious,2.075245334457287,1.2859034798323716
941,0,benign,benign,1.4971403169548967,5.343373308496952
942,1,malicious,benign,2.479279648181851,2.519130086021274
943,0,benign,benign,2.8554360492143465,7.8132796454244025
944,1,malicious,malicious,2.9842605762686123,1.2859034798323716
945,1,malicious,malicious,3.598542957998527,1.2859034798323716
946,1,malicious,malicious,3.598542957998527,1.2859034798323716
947,1,malicious,malicious,2.877727066394291,1.2859034798323716
948,1,malicious,benign,2.460101435785041,4.459070462550745
949,0,benign,benign,1.2974825579855835,5.181871441727422
950,1,malicious,malicious,2.877727066394291,1.2859034798323716
951,0,benign,benign,1.3878138848902664,4.583887374437191
952,0,benign,benign,2.3125719565181337,3.261921043096289
953,1,malicious,malicious,2.877727066394291,1.2859034798323716
954,1,malicious,malicious,2.9842605762686123,1.2859034798323716
955,0,benign,malicious,2.7363506156890174,1.2859034798323716
956,1,malicious,benign,2.4482037577432654,2.8677541608508315
957,1,malicious,malicious,2.877727066394291,1.2859034798323716
958,0,benign,benign,2.8336572456414686,7.8132796454244025
959,1,malicious,malicious,3.598542957998527,1.2859034798323716
960,1,malicious,benign,2.213385874502753,3.055012594932217
961,1,malicious,malicious,2.9842605762686123,1.2859034798323716
962,1,malicious,malicious,2.877727066394291,1.2859034798323716
963,1,malicious,benign,2.8518913233743763,4.959769461949752
964,1,malicious,malicious,3.598542957998527,1.2859034798323716
965,1,malicious,benign,2.59913969464358,6.182313555771259
966,1,malicious,malicious,2.877727066394291,1.2859034798323716
967,1,malicious,malicious,2.877727066394291,1.2859034798323716
968,0,benign,benign,1.507142422371356,5.206930744661307
969,0,benign,benign,1.697623746739474,4.548328904168264
970,1,malicious,malicious,3.598542957998527,1.2859034798323716
971,1,malicious,benign,2.4707458815837566,4.812214690239288
972,1,malicious,malicious,2.763904400451256,1.2859034798323716
973,1,malicious,benign,2.1416152065884604,2.1551078697921784
974,0,benign,benign,1.4556199990271126,6.967699103934063
975,0,benign,benign,2.724308360748436,4.299466553903401
976,0,benign,benign,1.438126218772057,4.974639856611422
977,1,malicious,malicious,3.598542957998527,1.2859034798323716
978,1,malicious,benign,2.230861331639073,2.3151241326209053
979,1,malicious,benign,2.239938338188629,7.070694143553274
980,1,malicious,malicious,3.598542957998527,1.2859034798323716
981,1,malicious,malicious,3.598542957998527,1.2859034798323716
982,0,benign,benign,1.193293665668659,5.137875463482299
983,0,benign,benign,4.219252086734778,7.5027242290386935
984,1,malicious,benign,2.4782707334514145,2.7435375442573937
985,1,malicious,malicious,2.877727066394291,1.2859034798323716
986,1,malicious,benign,2.733598127988052,5.7404116683542235
987,1,malicious,malicious,2.479279648181851,2.2746256413390915
988,1,malicious,malicious,2.877727066394291,1.2859034798323716
989,1,malicious,malicious,2.877727066394291,1.2859034798323716
990,1,malicious,benign,2.470478437418593,2.830607421970482
